ground_truth_index,row_in_group,g_leak,g_K,g_Na,stored_spike_count_distance,stored_dtw_distance
28,6009,0.0007040056752786365,0.3959857935709673,1.597809961393577,2,4078.5384134999877
28,6157,0.0007040611399935276,0.3950374581633535,1.5943433125291087,2,4090.4514283136195
28,6305,0.0007041090383226257,0.3934122961288153,1.6009193861782318,2,4058.1255858921163
28,6490,0.0007299261158222302,0.5083324984384203,1.8649688352627989,2,4238.220644620771
28,6601,0.0007299235610496028,0.5160248273813816,1.8607516209930783,2,4294.046060536309
28,6786,0.000729529571189229,0.4893330522864107,1.8636652273496328,2,4245.794040819478
28,7378,0.0007076730315379484,0.4148492156067382,1.6350288803204471,2,4135.203405892624
28,7452,0.0007076917669980508,0.4175477039647452,1.6362499993336324,2,4119.015159078934
28,7674,0.0007292133018231818,0.5073722253620535,1.8588699902305814,2,4307.426624052118
28,7859,0.0007292623800136828,0.506644834040726,1.8624370529874097,2,4327.282934138917
28,7883,0.0007281638217844959,0.5058991008602034,1.8519698097135908,2,4274.593437718665
28,7896,0.0007292575815852809,0.5051816045916455,1.8488049766114567,2,4287.947495994863
28,8031,0.0007062656075430028,0.40514125200382617,1.6275879806400926,2,4083.908519868368
28,8044,0.0007073593673437877,0.40442375573526834,1.6244231475379585,2,4055.6645458563953
28,8081,0.0007292424112133821,0.4969095544318883,1.8659818744356813,2,4252.71303473148
28,8488,0.0007077660047151687,0.4048265549968172,1.634924215990922,2,4100.609474513277
28,8845,0.0007071935171842288,0.4154988668781876,1.6360531313875872,2,4119.217552286845
28,8858,0.0007082872769850137,0.4147813706096298,1.6328882982854531,2,4123.069316580263
28,8895,0.0007290365406956091,0.5031994909442646,1.866137829793436,2,4200.605580961578
28,8932,0.0007290304480346903,0.5143350330399828,1.8400998830952342,2,4239.806948026734
28,9043,0.0007083808833667557,0.4110501180139982,1.649244648637153,2,4053.387332503587
28,9265,0.0007081543829308809,0.41169922779457674,1.6468606196416213,2,4104.252426152713
28,9289,0.0007280472143095387,0.4978959875715497,1.8499303058472099,2,4233.449819084902
28,9302,0.0007291409741103236,0.49717849130299185,1.8467654727450757,2,4266.321998169268
28,9413,0.000729139705497521,0.5011480654160864,1.8595284993722223,2,4243.101418280592
28,9733,0.0007068445474616728,0.35446216885625187,1.6559644184348938,2,4230.160294403408
28,9931,0.0007080049190076471,0.4106248538262641,1.6435251410805598,2,4106.613768728492
28,9955,0.0007280025419848999,0.5060674730078626,1.8423311605877004,2,4238.640939642133
28,9968,0.0007290963017856849,0.5053499767393047,1.8391663274855663,2,4287.4466335080515
28,10042,0.0007080342923075275,0.40732204487558343,1.636929001356126,2,4060.328727523353
28,10066,0.0007279951133427318,0.5018045275088041,1.8520676844718458,2,4275.013884149764
28,10079,0.0007290888731435168,0.5010870312402462,1.8489028513697117,2,4235.574683894222
28,10153,0.0007060382929341241,0.41091364033331906,1.6115025103394847,2,4084.3270843206074
28,10338,0.0007294431298765675,0.5112687695147811,1.8375823147558599,2,4330.179932785426
28,10449,0.0007065014543045586,0.41374776002548197,1.6301188217700322,2,4083.3353295408647
28,10523,0.0007065267103256455,0.41221059970556756,1.6219906553997392,2,4123.775239586565
28,10856,0.0007066465954490003,0.405774191333143,1.6286700100956633,2,4068.7937196923635
28,11115,0.0007060756903569104,0.4062009695818209,1.6189773484564336,2,4098.433199983601
28,11152,0.0007295192476131049,0.48534395683314013,1.8662562967163685,2,4206.764347355493
28,11263,0.0007295046877105636,0.5107180158008644,1.8588012404461454,2,4225.861564329097
28,11448,0.0007294983840004052,0.5137181699255535,1.8538650839696076,2,4237.152567322844
28,11596,0.0007063039895567286,0.40850773756584685,1.6260204346956675,2,4049.2345282071074
28,11744,0.0007063570748815065,0.40268645653859786,1.6191073319638793,2,4103.178828684404
28,11818,0.0007063652686713222,0.4004510695558905,1.615949773221686,2,4046.3891673528396
28,11990,0.0007058792558357638,0.4077658717513397,1.62053218407702,2,4076.983097305692
28,12003,0.0007069730156365488,0.4070483754827819,1.6173673509748858,2,4119.012141138871
28,12151,0.000707008116628149,0.3971873609451891,1.628705971879382,2,4091.618237194399
28,12299,0.0007070218540347506,0.41494858055930917,1.6313189164593056,2,4099.947564544786
28,12817,0.0007067539769351148,0.393540399494612,1.6283388385751612,2,4085.032119932768
28,12854,0.0007067655519102437,0.40356550237813144,1.6192941961735883,2,4074.362275197509
28,12878,0.0007056730629422672,0.4080105762443256,1.616615995875537,2,4112.0946598837645
